Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls▼,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
202,Craig Dawson,eng ENG,DF,West Ham,32-160,1990,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3e9e06cb
203,Leander Dendoncker,be BEL,MF,Aston Villa,27-181,1995,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5a7301ae
204,Leander Dendoncker,be BEL,MF,Wolves,27-181,1995,2.4,0,3,2,66.7,1.26,0.84,0.00,0.00,16.5,0,0,0,0.3,0.3,0.12,-0.3,-0.3,Matches,5a7301ae
205,Halil Dervişoğlu,tr TUR,MF,Brentford,22-309,1999,0.1,0,1,0,0.0,11.25,0.00,0.00,,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,9d8cf204
206,Ibrahima Diallo,fr FRA,MF,Southampton,23-219,1999,3.3,0,2,0,0.0,0.61,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,11ff3d56
207,Rúben Dias,pt POR,DF,Manchester City,25-152,1997,7.5,0,5,1,20.0,0.67,0.13,0.00,0.00,8.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,31c69ef1
208,Lucas Digne,fr FRA,DF,Aston Villa,29-085,1993,7.0,0,3,0,0.0,0.43,0.00,0.00,,16.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,1b84dbe1
209,Issa Diop,fr FRA,DF,Fulham,25-277,1997,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a712ca2b
210,Moussa Djenepo,ml MLI,DFFW,Southampton,24-120,1998,5.6,0,1,0,0.0,0.18,0.00,0.00,,14.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,254147d4
211,Matt Doherty,ie IRL,DF,Tottenham,30-270,1992,1.3,0,1,0,0.0,0.79,0.00,0.00,,12.5,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches,d557d734
212,Abdoulaye Doucouré,ml MLI,MF,Everton,29-285,1993,1.5,0,2,1,50.0,1.33,0.67,0.00,0.00,12.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,02b29014
213,Cheick Doucouré,ml MLI,MF,Crystal Palace,22-278,2000,7.3,0,7,1,14.3,0.96,0.14,0.00,0.00,25.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,ce4f40c7
214,Flynn Downes,eng ENG,MF,West Ham,23-266,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,69fdb896
215,Cody Drameh,eng ENG,DF,Leeds United,20-309,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e0d1510a
216,Shane Duffy,ie IRL,FWDF,Fulham,30-285,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7314bba4
217,Lewis Dunk,eng ENG,DF,Brighton,30-326,1991,8.0,0,4,0,0.0,0.50,0.00,0.00,,10.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,282f75f3
218,Malcolm Ebiowei,eng ENG,FW,Crystal Palace,19-039,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fa9fa773
219,Ederson,br BRA,GK,Manchester City,29-057,1993,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3bb7b8b4
220,Samuel Edozie,eng ENG,MFFW,Southampton,19-258,2003,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,007414dd
221,Anthony Elanga,se SWE,FW,Manchester Utd,20-169,2002,2.4,0,3,1,33.3,1.26,0.42,0.00,0.00,15.5,0,0,0,0.5,0.5,0.18,-0.5,-0.5,Matches,2fba6108
222,Mohamed Elneny,eg EGY,MF,Arsenal,30-094,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,47a34c4f
223,Mohamed Elyounoussi,no NOR,FWMF,Southampton,28-070,1994,5.1,0,11,2,18.2,2.14,0.39,0.00,0.00,17.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,68dc0dac
224,Emerson,br BRA,DF,Tottenham,23-272,1999,6.9,0,6,1,16.7,0.87,0.14,0.00,0.00,14.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,df8b52a5
225,Christian Eriksen,dk DEN,MFFW,Manchester Utd,30-241,1992,7.8,0,16,7,43.8,2.05,0.90,0.00,0.00,18.1,2,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches,980522ec
226,Pervis Estupiñán,ec ECU,DF,Brighton,24-265,1998,3.4,0,1,0,0.0,0.29,0.00,0.00,,32.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,d38fdf53
227,Jonny Evans,nir NIR,DF,Leicester City,34-283,1988,9.0,0,1,1,100.0,0.11,0.11,0.00,0.00,2.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches,f8fcd2a5
228,Łukasz Fabiański,pl POL,GK,West Ham,37-178,1985,8.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9328b835
229,Fabinho,br BRA,MF,Liverpool,28-355,1993,6.2,0,4,2,50.0,0.64,0.32,0.00,0.00,14.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,7f3b388c
230,Wout Faes,be BEL,DF,Leicester City,24-193,1998,3.0,0,2,0,0.0,0.67,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,9c221d14
231,Junior Firpo,es ESP,DF,Leeds United,26-052,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,24f59bb2
232,Wesley Fofana,fr FRA,DF,Leicester City,21-300,2000,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,11.7,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches,132a82f1
233,Wesley Fofana,fr FRA,DF,Chelsea,21-300,2000,2.0,0,1,0,0.0,0.50,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,132a82f1
234,Adam Forshaw,eng ENG,MF,Leeds United,31-005,1991,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9f1938ab
235,Tyrese Francois,au AUS,FW,Fulham,22-089,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6722d4f0
236,Ryan Fraser,sct SCO,FW,Newcastle Utd,28-231,1994,2.9,0,6,1,16.7,2.05,0.34,0.00,0.00,15.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,d56543a0
237,Fred,br BRA,MF,Manchester Utd,29-222,1993,1.9,0,2,1,50.0,1.08,0.54,0.00,0.00,20.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,b853e0ad
238,Ryan Fredericks,eng ENG,DF,Bournemouth,30-003,1992,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c067631c
239,Remo Freuler,ch SUI,MF,Nott'ham Forest,30-181,1992,3.4,0,2,0,0.0,0.58,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,98d2c2c4
240,Idrissa Gana Gueye,sn SEN,MF,Everton,33-017,1989,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,72c812f3
241,Alejandro Garnacho,es ESP,MF,Manchester Utd,18-104,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7aa8adfe
242,James Garner,eng ENG,MF,Everton,21-214,2001,0.2,0,2,1,50.0,11.25,5.63,0.00,0.00,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,4e015693
243,David de Gea,es ESP,GK,Manchester Utd,31-340,1990,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7ba6d84e
244,Joe Gelhardt,eng ENG,FW,Leeds United,20-162,2002,1.5,0,7,2,28.6,4.74,1.35,0.00,0.00,25.7,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches,01962d0d
245,Saman Ghoddos,ir IRN,DFFW,Brentford,29-037,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f7b1d4e0
246,Morgan Gibbs-White,eng ENG,FW,Wolves,22-259,2000,2.0,0,3,1,33.3,1.50,0.50,0.00,0.00,11.7,0,0,0,0.6,0.6,0.21,-0.6,-0.6,Matches,32f60ed8
247,Morgan Gibbs-White,eng ENG,MFFW,Nott'ham Forest,22-259,2000,6.0,0,8,2,25.0,1.34,0.34,0.00,0.00,19.9,1,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,32f60ed8
248,Billy Gilmour,sct SCO,MF,Brighton,21-124,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,df10e27c
249,Ben Godfrey,eng ENG,DF,Everton,24-271,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9f7c837d
250,Toti Gomes,pt POR,DF,Wolves,23-270,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f0caab96
251,Joe Gomez,eng ENG,DF,Liverpool,25-143,1997,4.8,0,2,0,0.0,0.42,0.00,0.00,,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,7a11550b
252,Sergio Gómez,es ESP,DFMF,Manchester City,22-039,2000,1.2,0,2,0,0.0,1.62,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,01e5f06e
253,Sam Greenwood,eng ENG,MFFW,Leeds United,20-260,2002,0.3,0,3,0,0.0,8.71,0.00,0.00,,21.9,2,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,f3354c07
254,Vicente Guaita,es ESP,GK,Crystal Palace,35-276,1987,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ab13a5aa
255,Gonçalo Guedes,pt POR,FWMF,Wolves,25-318,1996,5.4,0,11,3,27.3,2.04,0.56,0.00,0.00,18.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,e6bc67d7
256,Marc Guéhi,eng ENG,DF,Crystal Palace,22-092,2000,8.0,0,2,1,50.0,0.25,0.12,0.00,0.00,8.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,d0706b27
257,Jan Paul van Hecke,nl NED,DF,Brighton,22-127,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4fd08daa
258,Hwang Hee-chan,kr KOR,FW,Wolves,26-260,1996,2.5,0,5,3,60.0,2.03,1.22,0.00,0.00,18.0,0,0,0,0.7,0.7,0.13,-0.7,-0.7,Matches,169fd162
259,Dean Henderson,eng ENG,GK,Nott'ham Forest,25-215,1997,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e5a76dfe
260,Jordan Henderson,eng ENG,MF,Liverpool,32-118,1990,5.1,0,4,0,0.0,0.78,0.00,0.00,,21.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,935e6b8f
261,Rico Henry,eng ENG,DF,Brentford,25-097,1997,9.0,0,6,2,33.3,0.67,0.22,0.00,0.00,19.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,8a3c1dc7
262,Aaron Hickey,sct SCO,DF,Brentford,20-125,2002,7.5,0,3,1,33.3,0.40,0.13,0.00,0.00,22.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,1780bb4a
263,Joseph Hodge,ie IRL,MF,Wolves,20-029,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bd8a5d95
264,Rob Holding,eng ENG,DF,Arsenal,27-023,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d79a8c87
265,Mason Holgate,eng ENG,DF,Everton,25-356,1996,3.6,0,3,0,0.0,0.84,0.00,0.00,,12.4,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches,d0042ab9
266,Will Hughes,eng ENG,MF,Crystal Palace,27-179,1995,0.7,0,2,2,100.0,2.86,2.86,0.00,0.00,14.8,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches,a0666d3e
267,Daniel James,wls WAL,FWMF,Fulham,24-337,1997,2.2,0,4,0,0.0,1.83,0.00,0.00,,15.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,c931d9f9
268,Daniel James,wls WAL,FW,Leeds United,24-337,1997,2.2,0,3,1,33.3,1.36,0.45,0.00,0.00,17.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,c931d9f9
269,Pontus Jansson,se SWE,DF,Brentford,31-242,1991,5.7,0,1,0,0.0,0.18,0.00,0.00,,14.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,172e52d8
270,Raúl Jiménez,mx MEX,FW,Wolves,31-161,1991,2.4,0,7,3,42.9,2.97,1.27,0.00,0.00,11.6,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches,b561db50
271,Joelinton,br BRA,MF,Newcastle Utd,26-060,1996,7.3,0,11,4,36.4,1.51,0.55,0.00,0.00,13.5,0,0,0,1.3,1.3,0.12,-1.3,-1.3,Matches,c17bfb65
272,Ben Johnson,eng ENG,DF,West Ham,22-262,2000,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9319781b
273,Mathias Jørgensen,dk DEN,DF,Brentford,32-173,1990,2.3,0,1,0,0.0,0.43,0.00,0.00,,4.0,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches,0db5d2c8
274,Diogo Jota,pt POR,MFFW,Liverpool,25-313,1996,1.2,0,2,0,0.0,1.68,0.00,0.00,,6.0,0,0,0,0.9,0.9,0.43,-0.9,-0.9,Matches,178ae8f8
275,James Justin,eng ENG,DF,Leicester City,24-232,1998,8.9,0,3,0,0.0,0.34,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,fb614c44
276,Sasa Kalajdzic,at AUT,FW,Wolves,25-098,1997,0.5,0,1,0,0.0,2.00,0.00,0.00,,5.0,0,0,0,0.2,0.2,0.19,-0.2,-0.2,Matches,15f24fe7
277,Boubacar Kamara,fr FRA,MF,Aston Villa,22-324,1999,6.3,0,1,0,0.0,0.16,0.00,0.00,,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,cc77354e
278,N'Golo Kanté,fr FRA,MF,Chelsea,31-198,1991,1.9,0,2,1,50.0,1.03,0.52,0.00,0.00,21.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,b9fbae28
279,Michael Keane,eng ENG,DF,Everton,29-275,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c5b7c315
280,Neeskens Kebano,cd COD,FW,Fulham,30-217,1992,5.3,0,7,1,14.3,1.33,0.19,0.00,0.00,16.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,18b999f4
281,Thilo Kehrer,de GER,DF,West Ham,26-022,1996,7.0,0,2,0,0.0,0.29,0.00,0.00,,19.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,51dbeea9
282,Lloyd Kelly,eng ENG,DF,Bournemouth,24-007,1998,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f31def1e
283,Max Kilman,eng ENG,DF,Wolves,25-143,1997,9.0,0,3,0,0.0,0.33,0.00,0.00,,7.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,d0f72bf1
284,Mateusz Klich,pl POL,MF,Leeds United,32-122,1990,1.8,0,3,0,0.0,1.70,0.00,0.00,,14.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,282679b4
285,Robin Koch,de GER,DF,Leeds United,26-088,1996,8.0,0,3,1,33.3,0.37,0.12,0.00,0.00,15.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,ea6bc03a
286,Ibrahima Konaté,fr FRA,DF,Liverpool,23-141,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5ed9b537
287,Ezri Konsa,eng ENG,DF,Aston Villa,24-355,1997,8.0,0,2,0,0.0,0.25,0.00,0.00,,4.9,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,0313a347
288,Mateo Kovačić,hr CRO,MF,Chelsea,28-160,1994,2.7,0,2,0,0.0,0.73,0.00,0.00,,25.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,79c0821a
289,Emil Krafth,se SWE,DF,Newcastle Utd,28-072,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,77cf6852
290,Layvin Kurzawa,fr FRA,DF,Fulham,30-039,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,41e7ef1c
291,Adam Lallana,eng ENG,MF,Brighton,34-156,1988,2.5,0,2,2,100.0,0.80,0.80,0.00,0.00,10.5,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches,99813635
292,Tariq Lamptey,gh GHA,DF,Brighton,22-013,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f4e433d4
293,Manuel Lanzini,ar ARG,MFFW,West Ham,29-240,1993,1.1,0,2,0,0.0,1.89,0.00,0.00,,28.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,26f6dca8
294,Aymeric Laporte,es ESP,DF,Manchester City,28-139,1994,0.2,0,1,0,0.0,5.63,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,119b9a8e
295,Juan Larios,es ESP,DF,Southampton,18-274,2004,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cf7fb13a
296,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,28-336,1993,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,450ab6fc
297,Clément Lenglet,fr FRA,DF,Tottenham,27-118,1995,2.8,0,1,0,0.0,0.35,0.00,0.00,,8.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,4f28a6ff
298,Bernd Leno,de GER,GK,Fulham,30-223,1992,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2628fd2b
299,Jamal Lewis,nir NIR,DF,Newcastle Utd,24-261,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,efb9215a
300,Rico Lewis,eng ENG,DFMF,Manchester City,17-326,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b57e066e
301,Keane Lewis-Potter,eng ENG,FWMF,Brentford,21-233,2001,2.4,0,6,2,33.3,2.55,0.85,0.00,0.00,14.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,41f08ac8
302,Victor Lindelöf,se SWE,DF,Manchester Utd,28-088,1994,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f5deef4c
303,Jesse Lingard,eng ENG,MFFW,Nott'ham Forest,29-302,1992,5.5,0,6,1,16.7,1.10,0.18,0.00,0.00,18.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,810e3c74
304,Diego Llorente,es ESP,DF,Leeds United,29-058,1993,6.0,0,5,0,0.0,0.83,0.00,0.00,,11.0,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,bba30585
305,Hugo Lloris,fr FRA,GK,Tottenham,35-291,1986,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8f62b6ee
306,Renan Lodi,br BRA,DF,Nott'ham Forest,24-188,1998,3.8,0,3,0,0.0,0.80,0.00,0.00,,10.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,ed9f7cfe
307,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,26-263,1996,5.8,0,5,1,20.0,0.86,0.17,0.00,0.00,13.2,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches,e97fd090
308,Jamal Lowe,jm JAM,FW,Bournemouth,28-084,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b2856bc0
309,Lyanco,br BRA,DFMF,Southampton,25-254,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b5bf1770
310,Harry Maguire,eng ENG,DF,Manchester Utd,29-222,1993,2.1,0,1,0,0.0,0.47,0.00,0.00,,5.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches,d8931174
311,Ainsley Maitland-Niles,eng ENG,MF,Southampton,25-045,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e3a5814e
312,Tyrell Malacia,nl NED,DF,Manchester Utd,23-057,1999,5.0,0,1,0,0.0,0.20,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,6b6c793c
313,Orel Mangala,be BEL,MF,Nott'ham Forest,24-209,1998,1.9,0,2,1,50.0,1.03,0.51,0.00,0.00,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,a572e291
314,Sekou Mara,fr FRA,FWMF,Southampton,20-075,2002,2.1,0,10,1,10.0,4.69,0.47,0.00,0.00,15.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,3544641e
315,Solly March,eng ENG,DFMF,Brighton,28-085,1994,7.5,0,18,8,44.4,2.40,1.07,0.00,0.00,15.4,0,0,0,1.8,1.8,0.10,-1.8,-1.8,Matches,bb5fbd2b
316,Emiliano Marcondes,dk DEN,MF,Bournemouth,27-218,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4d960fc3
317,Marquinhos,br BRA,FW,Arsenal,19-189,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,59878425
318,Emiliano Martínez,ar ARG,GK,Aston Villa,30-041,1992,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7956236f
319,Lisandro Martínez,ar ARG,DF,Manchester Utd,24-268,1998,7.4,0,3,0,0.0,0.41,0.00,0.00,,16.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,bac46a10
320,Joël Matip,cm CMR,DF,Liverpool,31-066,1991,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b217ef29
321,Kevin Mbabu,ch SUI,DF,Fulham,27-177,1995,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,493924a7
322,John McGinn,sct SCO,MF,Aston Villa,27-360,1994,8.1,0,14,0,0.0,1.72,0.00,0.00,,24.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,90f91999
323,Scott McKenna,sct SCO,DF,Nott'ham Forest,25-335,1996,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4e5a4cbc
324,Scott McTominay,sct SCO,MF,Manchester Utd,25-309,1996,6.1,0,3,1,33.3,0.49,0.16,0.00,0.00,13.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,d93c2511
325,Edouard Mendy,sn SEN,GK,Chelsea,30-226,1992,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,33887998
326,Chris Mepham,wls WAL,DF,Bournemouth,24-342,1997,8.9,0,2,1,50.0,0.22,0.11,0.00,0.00,12.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,fed96827
327,Illan Meslier,fr FRA,GK,Leeds United,22-225,2000,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6b625ac2
328,Alexander Mighten,eng ENG,FW,Nott'ham Forest,20-185,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,10ec4169
329,Luka Milivojević,rs SRB,MF,Crystal Palace,31-189,1991,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2ce2508a
330,James Milner,eng ENG,MFDF,Liverpool,36-282,1986,3.0,0,4,1,25.0,1.32,0.33,0.00,0.00,13.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,2f90f6b8
331,Yerry Mina,co COL,DF,Everton,28-020,1994,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6d5701f2
332,Tyrone Mings,eng ENG,DF,Aston Villa,29-214,1993,7.0,0,1,0,0.0,0.14,0.00,0.00,,20.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,8397a50c
333,Tyrick Mitchell,eng ENG,DF,Crystal Palace,23-042,1999,5.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5cbd1eb0
334,Kaoru Mitoma,jp JPN,DFMF,Brighton,25-146,1997,1.2,0,2,1,50.0,1.67,0.83,0.00,0.00,13.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,74618572
335,Mason Mount,eng ENG,MFFW,Chelsea,23-276,1999,6.1,0,15,2,13.3,2.45,0.33,0.00,0.00,16.0,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,9674002f
336,Lucas Moura,br BRA,DFFW,Tottenham,30-061,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2b622f01
337,João Moutinho,pt POR,MF,Wolves,36-035,1986,6.6,0,5,1,20.0,0.76,0.15,0.00,0.00,20.0,3,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,f5a00fa4
338,Enock Mwepu,zm ZAM,FWMF,Brighton,24-285,1998,2.4,0,2,1,50.0,0.85,0.42,0.00,0.00,14.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,1d5cab82
339,Vitaliy Mykolenko,ua UKR,DF,Everton,23-137,1999,8.9,0,4,1,25.0,0.45,0.11,0.00,0.00,22.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,30d4a2e5
340,Wilfred Ndidi,ng NGA,MFDF,Leicester City,25-301,1996,6.5,0,2,0,0.0,0.31,0.00,0.00,,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,6b47c5db
341,Neto,br BRA,GK,Bournemouth,33-086,1989,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a9dc785c
342,Pedro Neto,pt POR,FWMF,Wolves,22-218,2000,6.7,0,11,2,18.2,1.65,0.30,0.00,0.00,20.2,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,7ba2eaa9
